,Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor,Start time,End time,Day,Building
1791,MSE,304,38206,Electronic Properties of Matls,14,18,5,10,9,5,5,2,4,1,1,0,3,2,3.18,"Schleife, Andre",540.0,590.0,MW,Transportation Building
1792,MSE,308,38208,Materials Laboratory II,10,35,21,15,6,4,1,1,0,0,0,0,0,0,3.66,"TerBush, Jessica",780.0,830.0,TR,Talbot Laboratory
1793,MSE,395,38216,Materials Design,0,62,14,18,0,0,0,0,0,0,0,0,0,0,3.82,"Shim, Moonsub",1440.0,830.0,F,Loomis Laboratory
1794,MSE,402,38218,Kinetic Processes in Materials,12,11,16,12,12,10,8,4,3,4,1,0,0,2,3.13,"Bellon, Pascal",570.0,650.0,TR,Talbot Laboratory
1795,MSE,405,43371,Microstructure Determination,5,11,2,3,14,14,0,7,3,0,3,1,2,1,2.82,"Shoemaker, Daniel P",780.0,830.0,MW,Transportation Building
1796,MSE,420,38221,Ceramic Materials & Properties,5,4,3,8,3,5,1,0,0,0,0,0,2,1,3.17,"Kriven, Waltraud M",660.0,1460.0,TR,Materials Science & Eng Bld
1797,MSE,450,38243,Polymer Science & Engineering,3,16,12,16,11,6,8,4,3,2,1,0,0,0,3.14,"Chen, Qian",660.0,710.0,MW,Digital Computer Laboratory
1798,MSE,458,38260,Polymer Physics,4,5,4,2,5,1,2,0,1,0,0,0,0,0,3.42,"Ferguson, Andrew",840.0,920.0,TR,Materials Science & Eng Bld
1799,MSE,473,38346,Biomolecular Materials Science,3,2,8,5,3,2,1,0,0,0,0,1,0,1,3.33,"Das Neves Barbo, Cecilia",600.0,650.0,MW,B Engineering Hall
1800,MSE,474,50287,Biomaterials and Nanomedicine,5,17,14,8,7,4,0,0,0,0,0,0,0,0,3.59,"Cheng, Jianjun",1470.0,830.0,TR,B Engineering Hall
1801,MSE,481,65454,Electron Microscopy,4,5,4,6,6,2,0,0,0,0,0,0,0,0,3.49,"Huang, Pinshane",840.0,890.0,MW,Transportation Building
1802,MSE,487,55678,Materials for Nanotechnology,2,12,7,4,1,4,0,0,0,0,0,0,0,0,3.62,"Braun, Paul V",570.0,650.0,TR,Materials Science & Eng Bld
1803,MSE,583,48166,Dynamics of Complex Fluids,5,5,3,3,3,2,0,0,0,0,0,0,0,0,3.57,"Schweizer, Kenneth S",570.0,650.0,TR,Materials Science & Eng Bld
1804,MUS,130,35495,Introd to the Art of Music,13,28,18,19,26,6,4,7,5,1,3,1,7,0,3.07,"Wilson, Steven A",780.0,830.0,MW,Music Building
1805,MUS,133,35527,Introduction to World Music,42,73,32,22,11,2,2,3,0,0,0,0,4,2,3.66,"Deja, Richard M",1440.0,1490.0,MW,Music Building
1806,MUS,133,35541,Introduction to World Music,4,20,38,33,20,23,6,2,3,0,1,0,0,1,3.27,"Belkind, Nili",840.0,890.0,MW,Music Building
1807,MUS,240,35542,Orientation Mus Tchg Lrng K-HS,2,20,8,3,3,0,0,0,0,0,0,0,2,0,3.59,"Sweet, Bridget M",1440.0,1490.0,MW,Music Building
1808,MUS,242,35545,Elements of Conducting,0,21,11,4,3,2,0,1,0,0,0,0,0,1,3.67,"Moorhouse, Linda",570.0,650.0,TR,Harding Band Building
1809,MUS,242,35546,Elements of Conducting,11,9,4,1,2,0,0,0,0,0,0,0,1,0,3.71,"Williams, Geoffrey",570.0,650.0,TR,Music Building
1810,MUS,250,36193,Philharmonia Orchestra,0,50,0,0,4,0,0,0,0,0,0,0,0,0,3.93,"Bergonzi, Louis S",960.0,1070.0,MW,Krannert Center for Perf Arts
1811,MUS,250,36192,Illini Strings,0,67,0,0,1,0,0,0,0,0,0,0,0,0,3.99,"May, Cameron L",1140.0,1280.0,M,Krannert Center for Perf Arts
1812,MUS,262,36350,Women's Glee Club,0,60,0,0,0,0,0,0,0,0,0,0,1,0,3.93,"Solya, Andrea",960.0,1040.0,TR,Krannert Center for Perf Arts
1813,MUS,269,36407,Wind Orchestra,0,46,1,1,1,1,0,0,0,0,0,0,0,0,3.93,"Peterson, Elizabeth B",780.0,890.0,TR,Harding Band Building
1814,MUS,271,36413,Hindsley Symphonic Band,0,51,0,0,0,2,0,0,0,0,0,0,0,0,3.95,"Houser, Barry L",900.0,1010.0,TR,Harding Band Building
1815,MUS,274,36422,Basketball Band,0,138,0,0,0,0,0,1,0,0,0,0,0,0,3.99,"Houser, Barry L",1020.0,1100.0,TR,Harding Band Building
1816,MUS,314,36162,The History of Music II,1,13,9,5,21,9,4,5,2,0,4,2,7,1,2.69,"Macklin, Christopher B",660.0,710.0,MW,Music Building
1817,MUS,408,36445,Analysis of Musical Form,1,11,3,1,5,0,0,0,0,0,0,0,0,0,3.68,"Taylor, Stephen A",1440.0,1490.0,MW,Music Building
1818,MUS,414,58923,Music In and AS Revolution,0,13,6,1,1,0,1,0,0,0,0,0,0,0,3.76,"Praeger, Ulrike",660.0,1460.0,MW,Music Building
1819,MUS,434,65692,Assessment/Eval in Music Ed,0,19,2,3,5,1,0,0,0,0,0,0,1,1,3.55,"Nichols, Jeananne B",1110.0,1250.0,M,Music Building
1820,MUS,439,36529,Differentiating Music Instrctn,2,10,3,2,2,0,0,1,0,0,0,0,1,0,3.51,"Gallo, Donna",780.0,950.0,F,Music Building
1821,MUS,499,36487,Jazz Forum,2,4,9,3,4,1,0,2,1,0,2,0,1,0,3.08,"McNeill, Charles L",780.0,830.0,F,Smith Memorial Hall
1822,MUS,501,60446,Grad Music History Review,0,8,11,2,3,1,0,0,0,0,0,0,0,0,3.63,"Praeger, Ulrike",570.0,650.0,TR,Music Building
1823,MUS,526,39715,Baroque Performance Practice,0,21,4,4,0,0,0,1,0,0,0,0,0,0,3.8,"Moersch, Charlotte M",540.0,650.0,R,Smith Memorial Hall
1824,MUSE,250,56970,The World Through Museums,39,11,4,4,1,2,1,1,0,1,1,0,2,0,3.63,"Frankenberg, Susan R",600.0,650.0,MW,Gregory Hall
1825,NPRE,101,34624,Introduction to Energy Sources,1,7,4,13,5,4,4,2,2,2,0,0,0,1,3.07,"Ruzic, David N",900.0,950.0,MW,Chemistry Annex
1826,NPRE,199,34684,Undergraduate Seminar,0,48,3,0,0,2,0,0,0,0,0,0,0,0,3.93,"Stubbins, James F",1440.0,1490.0,T,Transportation Building
1827,NPRE,247,34695,Modeling Nuclear Energy System,1,2,2,6,2,0,2,2,1,0,1,1,3,0,2.49,"Kozlowski, Tomasz",600.0,650.0,MW,B Engineering Hall
1828,NPRE,402,34697,Nuclear Power Engineering,7,24,39,26,16,5,2,1,0,0,0,0,0,0,3.51,"Ragheb, Magdi",660.0,710.0,MW,Talbot Laboratory
1829,NPRE,421,34715,Plasma and Fusion Science,1,6,2,7,7,3,6,5,0,0,1,2,0,0,2.85,"Curreli, Davide",570.0,650.0,TR,Loomis Laboratory
1830,NPRE,441,34725,Radiation Protection,2,16,12,6,8,2,0,2,0,0,0,0,0,0,3.53,"Meng, Ling J",1440.0,830.0,MW,Materials Science & Eng Bld
1831,NPRE,442,48424,Radioactive Waste Management,5,5,8,4,3,1,2,1,0,0,0,0,0,0,3.48,"Roy, William R",930.0,1010.0,TR,B Engineering Hall
1832,NPRE,447,34729,Radiation Interact w/Matter II,6,10,8,4,5,2,0,0,0,0,0,0,0,0,3.63,"Zhang, Yang",660.0,710.0,MW,Transportation Building
1833,NPRE,451,34751,NPRE Laboratory,0,14,18,2,0,0,0,0,0,0,0,0,1,0,3.68,"Heuser, Brent J",540.0,590.0,MW,B Engineering Hall
1834,NPRE,455,34761,Neutron Diffusion & Transport,2,9,1,1,1,6,2,0,6,1,4,0,1,0,2.65,"Uddin, Rizwan",780.0,890.0,TR,Transportation Building
1835,NPRE,458,34764,Design in NPRE,0,14,16,5,3,0,0,0,0,0,0,0,0,0,3.69,"Stubbins, James F",900.0,1010.0,W,B Engineering Hall
1836,NPRE,470,53124,Fuel Cells & Hydrogen Sources,12,11,8,9,2,0,0,0,0,0,0,0,0,0,3.75,"Kim, Kyu Jung",840.0,920.0,TR,Mechanical Engineering Bldg
1837,NPRE,475,53126,Wind Power Systems,18,27,20,4,5,0,1,0,0,0,0,0,0,0,3.79,"Ragheb, Magdi",840.0,890.0,MW,Transportation Building
1838,NPRE,483,34783,Seminar on Security,4,10,2,1,3,3,0,0,0,0,0,0,0,0,3.64,"Singer, Clifford E",960.0,1010.0,T,H Talbot Laboratory
1839,NPRE,521,34799,Interact of Radiation w/Matter,4,14,4,1,3,0,0,0,0,0,0,0,1,0,3.67,"Zhang, Yang",660.0,1490.0,F,Transportation Building
1842,NRES,201,34993,Introductory Soils,2,4,2,2,16,9,5,23,7,3,10,3,2,0,2.22,"Arai, Yuji",540.0,590.0,MW,W Turner Hall
1843,NRES,287,41122,Environment and Society,13,20,23,22,20,5,1,2,3,1,2,0,3,0,3.28,"Van Riper, Carena J",780.0,830.0,MW,Gregory Hall
1844,NRES,407,44442,Wildlife Population Ecology,0,6,6,0,0,5,3,3,2,1,0,1,0,0,2.88,"Hasler, Caleb",660.0,1455.0,TR,Animal Sciences Laboratory
1845,NRES,420,35115,Restoration Ecology,5,4,5,1,4,0,1,1,2,0,0,0,0,0,3.36,"Miller, James R",810.0,890.0,TR,Gregory Hall
1846,NRES,421,35125,Quantitative Methods in NRES,6,17,16,15,17,6,5,0,2,1,0,0,0,0,3.34,"Yannarell, Anthony",1440.0,1490.0,MW,Lincoln Hall
1847,NRES,456,46996,Integrative Ecosystem Mgmt,4,0,11,10,8,6,3,0,1,3,1,1,0,0,3.0,"Miller, James R",570.0,650.0,TR,Armory
1848,NRES,474,35177,Soil and Water Conservation,1,4,8,8,5,4,1,1,1,0,0,0,0,0,3.26,"Wander, Michelle M",540.0,590.0,MW,Bevier Hall
1849,NRES,488,55916,Soil Fertility and Fertilizers,1,10,4,2,16,4,5,16,3,2,2,0,0,0,2.73,"Mulvaney, Richard L",1440.0,1490.0,MW,Animal Sciences Laboratory
1850,NUTR,510,39865,Digestion of protein & absorpt,4,17,0,4,2,0,0,0,0,0,0,0,0,0,3.83,"Stein, Hans-Henrik",540.0,650.0,TR,W Turner Hall
1851,PATH,433,49870,Virology & Viral Pathogenesis,3,8,0,1,4,0,4,0,2,5,1,3,0,0,2.63,"Rock, Daniel L",840.0,920.0,TR,Armory
1852,PATH,439,48459,Health Applications of GIS,2,21,1,0,1,1,0,0,0,0,0,0,0,0,3.9,"O'Hara, Marilyn S",900.0,980.0,MW,Davenport Hall
1853,PHIL,100,49929,Intro to Philosophy-ACP,0,1,1,8,1,4,4,1,0,1,0,0,0,0,2.89,"Li, Mingyuan",600.0,650.0,F,Lincoln Hall
1854,PHIL,100,51951,Intro to Philosophy-ACP,0,2,4,7,3,5,1,0,1,0,0,1,0,0,3.04,"Li, Mingyuan",660.0,710.0,F,Lincoln Hall
1855,PHIL,101,43843,Introduction to Philosophy,3,4,3,8,2,2,0,0,0,0,0,0,0,0,3.5,"Keller, James",660.0,1460.0,TR,Gregory Hall
1856,PHIL,101,54422,Introduction to Philosophy,2,8,2,8,4,0,0,0,0,0,0,0,0,0,3.58,"Keller, James",840.0,920.0,TR,Gregory Hall
1857,PHIL,102,43844,Logic and Reasoning,1,7,5,2,3,1,0,2,1,0,1,0,0,0,3.28,"Alsup, Clayton",570.0,650.0,TR,Gregory Hall
1858,PHIL,102,39123,Logic and Reasoning,5,10,2,3,0,1,0,0,0,0,0,0,0,0,3.81,"Lee, Seungil",600.0,650.0,F,Gregory Hall
1859,PHIL,102,39129,Logic and Reasoning,1,9,6,3,2,0,0,0,1,0,0,0,0,0,3.62,"Alsup, Clayton",1470.0,830.0,TR,Gregory Hall
1860,PHIL,103,35439,Logic and Reasoning QR II,3,3,4,1,2,2,1,0,3,0,0,1,3,0,2.67,"Saenz, Noel B",540.0,590.0,F,Altgeld Hall
1861,PHIL,103,35440,Logic and Reasoning QR II,12,4,0,1,3,0,0,0,1,0,0,1,0,1,3.58,"Saenz, Noel B",600.0,650.0,F,Altgeld Hall
1862,PHIL,103,35441,Logic and Reasoning QR II,8,5,4,0,1,1,1,0,2,0,0,0,0,0,3.55,"Saenz, Noel B",660.0,710.0,F,Altgeld Hall
1863,PHIL,104,43088,Intro to Ethics-ACP,0,3,8,5,4,1,0,0,0,0,1,2,0,0,3.13,"Rokosz, Steven D",660.0,710.0,F,Davenport Hall
1864,PHIL,104,43092,Intro to Ethics-ACP,0,3,2,5,6,2,2,0,0,0,0,1,0,1,3.08,"Bernal, Juan C",780.0,830.0,F,Loomis Laboratory
1865,PHIL,107,35458,Intro to Political Philosophy,0,1,4,1,4,4,3,3,2,1,1,1,0,0,2.56,"Savonius-Wroth, Sami-Juha",1470.0,830.0,TR,David Kinley Hall
1866,PHIL,202,35461,Symbolic Logic,7,3,4,2,3,2,4,7,1,2,3,4,1,0,2.54,"Gilbert, David R",1440.0,1490.0,MW,Lincoln Hall
1867,PHIL,203,35463,Ancient Philosophy,0,8,5,5,12,8,4,2,6,0,2,3,5,0,2.53,"Sanders, Kirk",570.0,650.0,TR,Roger Adams Laboratory
1868,PHIL,206,35464,Early Modern Philosophy,0,7,8,11,10,3,1,2,1,1,2,3,2,1,2.85,"Ben Moshe, Nir",840.0,920.0,TR,Noyes Laboratory
1869,PHIL,214,35466,Biomedical Ethics,0,11,6,2,3,1,0,0,0,0,0,0,0,0,3.67,"Polk, Amber R",660.0,710.0,F,Mechanical Engineering Bldg
1870,PHIL,250,43033,Conceptions of Human Nature,1,9,5,3,2,3,0,1,1,0,0,0,3,0,3.07,"Bryan, Benjamin A",780.0,830.0,MW,David Kinley Hall
1871,PHIL,380,45945,Current Controversies,3,10,6,4,2,1,0,0,0,0,0,0,0,0,3.69,"Varden, Helga",660.0,710.0,MW,Gregory Hall
1872,PHIL,436,35548,Phil of Law and of the State,2,3,1,4,9,1,0,1,0,0,0,0,2,0,3.0,"Bryan, Benjamin A",540.0,590.0,MW,David Kinley Hall
1873,PHYS,100,48977,Thinking About Physics,1,4,2,3,10,4,2,2,1,1,1,0,1,0,2.81,"Lundsgaard, Morten",660.0,710.0,F,Loomis Laboratory
1874,PHYS,101,35570,College Physics: Mech & Heat,18,22,12,8,7,10,10,14,8,9,3,5,3,2,2.8,"Mestre, Jose",540.0,590.0,MW,Loomis Laboratory
1875,PHYS,101,35571,College Physics: Mech & Heat,14,34,15,12,9,22,13,18,8,14,10,9,5,0,2.66,"Mestre, Jose",600.0,650.0,MW,Loomis Laboratory
1876,PHYS,102,35773,College Physics: E&M & Modern,14,29,16,24,17,18,13,9,7,5,3,3,0,0,3.05,"Kuehn, Seppe",780.0,830.0,MW,Loomis Laboratory
1877,PHYS,102,35774,College Physics: E&M & Modern,21,32,15,11,14,15,17,20,10,4,1,3,5,0,2.92,"Kuehn, Seppe",840.0,890.0,MW,Loomis Laboratory
1878,PHYS,123,38535,Physics Made Easy,21,39,9,7,4,0,0,0,0,0,0,0,0,0,3.85,"El-Khadra, Aida X",960.0,1010.0,R,Loomis Laboratory
1879,PHYS,211,35801,University Physics: Mechanics,37,36,23,20,23,33,24,13,19,11,16,12,8,1,2.74,"Stelzer, Timothy J",540.0,590.0,TR,Loomis Laboratory
1880,PHYS,211,35802,University Physics: Mechanics,37,36,35,27,23,33,29,23,15,12,13,4,6,2,2.86,"Stelzer, Timothy J",600.0,650.0,TR,Loomis Laboratory
1881,PHYS,211,35803,University Physics: Mechanics,35,35,28,19,17,39,22,19,17,17,10,16,4,4,2.74,"Madhavan, Vidya",660.0,710.0,TR,Loomis Laboratory
1882,PHYS,211,35804,University Physics: Mechanics,35,21,25,20,23,29,22,20,30,18,17,15,8,2,2.55,"Madhavan, Vidya",1440.0,1490.0,TR,Loomis Laboratory
1883,PHYS,212,38029,University Physics: Elec & Mag,57,51,27,22,18,25,31,23,13,9,7,10,0,2,3.04,"Hooberman, Benjamin",840.0,890.0,TR,Loomis Laboratory
1884,PHYS,212,38032,University Physics: Elec & Mag,37,38,11,19,14,23,11,21,11,12,8,13,6,6,2.79,"Hooberman, Benjamin",900.0,950.0,TR,Loomis Laboratory
1885,PHYS,212,52875,University Physics: Elec & Mag,22,32,23,17,20,23,20,17,11,9,3,10,4,3,2.84,"Faulkner, Thomas",960.0,1010.0,TR,Loomis Laboratory
1886,PHYS,213,38132,Univ Physics: Thermal Physics,21,13,4,10,12,9,18,16,13,7,11,7,6,0,2.48,"Kwiat, Paul G",540.0,590.0,MW,Loomis Laboratory
1887,PHYS,213,38135,Univ Physics: Thermal Physics,22,26,12,22,12,18,18,14,15,16,10,11,5,2,2.62,"Kwiat, Paul G",600.0,650.0,MW,Loomis Laboratory
1888,PHYS,213,38138,Univ Physics: Thermal Physics,23,21,21,21,16,19,24,23,20,24,8,14,6,1,2.53,"Kwiat, Paul G",660.0,710.0,MW,Loomis Laboratory
1889,PHYS,214,38329,Univ Physics: Quantum Physics,23,20,14,10,9,12,9,16,13,9,4,10,2,1,2.74,"Kwiat, Paul G",540.0,590.0,MW,Loomis Laboratory
1890,PHYS,214,38330,Univ Physics: Quantum Physics,29,27,27,13,21,19,22,16,10,17,10,15,8,1,2.66,"Kwiat, Paul G",600.0,650.0,MW,Loomis Laboratory
1891,PHYS,214,38331,Univ Physics: Quantum Physics,28,26,20,24,21,18,16,31,14,20,13,15,4,3,2.61,"Kwiat, Paul G",660.0,710.0,MW,Loomis Laboratory
1892,PHYS,225,53724,Relativity & Math Applications,14,31,27,23,13,5,2,2,1,1,0,0,1,3,3.5,"Gollin, George D",960.0,1010.0,T,Loomis Laboratory
1893,PHYS,280,38668,Nuclear Weapons & Arms Control,18,17,13,2,4,1,0,1,1,0,0,0,1,0,3.67,"Grosse Perdekam, Matthias",840.0,920.0,TR,Loomis Laboratory
1894,PHYS,298,65602,Fresh/Soph Special Topics Phys,5,16,4,1,1,3,0,1,0,1,0,0,0,1,3.64,"Gollin, George D",960.0,1070.0,R,Loomis Laboratory
1895,PHYS,325,38566,Classical Mechanics I,3,5,9,14,14,17,9,7,6,5,4,0,3,1,2.65,"MacDougall, Gregory",780.0,860.0,TR,Loomis Laboratory
1896,PHYS,401,38571,Classical Physics Lab,6,7,11,8,3,1,1,1,2,0,0,0,0,0,3.46,"Colla, Eugene V",930.0,980.0,M,Loomis Laboratory
1897,PHYS,402,36694,Light,2,8,6,0,5,4,0,0,0,0,1,0,0,1,3.4,"Abbamonte, Peter M",660.0,1460.0,TR,Loomis Laboratory
1898,PHYS,419,38575,"Space, Time, and Matter-ACP",0,4,2,3,9,2,1,0,1,0,0,0,1,1,3.03,"Phillips, Philip W",1470.0,830.0,TR,Ceramics Building
1899,PHYS,427,36679,Thermal & Statistical Physics,3,15,15,11,8,8,5,2,3,1,1,0,0,0,3.22,"Chemla, Yann R",840.0,920.0,MW,Loomis Laboratory
1900,PHYS,435,38588,Electromagnetic Fields I,10,13,6,6,7,11,8,2,3,3,2,0,3,2,2.95,"Sickles, Anne M",600.0,650.0,MW,Loomis Laboratory
1901,PHYS,436,38593,Electromagnetic Fields II,13,20,12,4,3,0,2,1,0,0,0,0,1,0,3.66,"Kuhlman, Thomas E",540.0,590.0,MW,Loomis Laboratory
1902,PHYS,470,36729,Subatomic Physics,6,5,10,3,1,4,1,1,0,1,0,0,1,0,3.33,"Peng, Jen-Chieh",570.0,650.0,MW,Loomis Laboratory
1903,PHYS,486,36737,Quantum Physics I,11,19,3,9,9,12,10,7,6,0,0,0,0,0,3.11,"Wiss, James E",570.0,650.0,TR,Loomis Laboratory
1904,PHYS,487,36752,Quantum Physics II,10,9,11,8,2,0,3,1,1,1,2,0,1,0,3.33,"Beck, Douglas H",660.0,1460.0,TR,Loomis Laboratory
1905,PHYS,560,36787,Condensed Matter Physics I,16,18,4,3,0,0,0,0,0,0,0,0,0,1,3.92,"Hughes, Taylor L",1470.0,830.0,MW,Loomis Laboratory
1906,PHYS,563,48933,Phase Transitions,13,1,5,1,2,2,1,0,0,0,0,0,0,0,3.65,"Goldenfeld, Nigel D",840.0,920.0,MW,Loomis Laboratory
1907,PLPA,200,37737,"Plants, Pathogens, and People",0,34,0,0,23,0,0,10,0,0,4,0,2,1,3.14,"Eastburn, Darin M",1470.0,830.0,TR,National Soybean Res Ctr
1908,PLPA,204,37766,Introductory Plant Pathology,0,9,0,11,17,0,5,3,0,0,0,0,0,0,3.14,"Schroeder, Nathan E",660.0,710.0,TR,W Turner Hall
1909,PS,100,37971,Intro to Political Science,14,32,21,19,16,8,8,5,6,3,2,1,4,1,3.16,"Kourtikakis, Konstantinos",780.0,830.0,MW,Armory
1910,PS,100,43220,Intro to Political Science,10,17,6,8,11,7,3,1,1,0,1,0,1,0,3.33,"Ksiazkiewicz, Aleksander",600.0,650.0,MW,Psychology Building
1911,PS,101,45114,Intro to US Gov & Pol,0,4,4,5,8,8,1,5,1,2,2,2,12,1,2.09,"Selin, Jennifer L",570.0,650.0,TR,Lincoln Hall
1912,PS,152,65360,The New Middle East,11,17,15,8,7,9,4,5,2,2,0,1,5,0,3.08,"Livny, Avital",840.0,890.0,MW,Gregory Hall
1913,PS,191,65365,Civic Careers,0,12,10,8,4,0,0,0,0,0,0,0,0,0,3.63,"Hinchliffe, Joseph",930.0,1030.0,T,David Kinley Hall
1914,PS,201,38759,US Racial & Ethnic Politics,1,34,13,8,22,3,5,9,2,3,3,0,2,1,3.13,"Wong, Cara J",840.0,890.0,MW,Armory
1915,PS,220,46278,Intro to Public Policy,0,38,0,0,47,0,0,29,0,0,6,0,0,0,2.98,"Ashley, Jeffrey S",1080.0,1160.0,T,Architecture Building
1916,PS,225,65227,Environmental Politics&Policy,0,8,3,10,6,0,5,3,1,1,2,1,1,0,2.87,"Pahre, Robert D",540.0,590.0,F,GA Foreign Languages Building
1917,PS,230,39206,Intro to Pol Research,0,11,5,3,3,2,0,2,0,0,0,0,2,0,3.24,"Bowers, Jake",540.0,590.0,MW,Armory
1918,PS,231,56992,Strategic Models,3,13,6,8,14,7,5,5,4,2,2,1,4,1,2.8,"Chaudoin, Sarah J",660.0,1460.0,TR,Lincoln Hall
1919,PS,240,38142,Intro to Comp Politics,4,22,19,18,12,2,2,0,0,0,0,0,0,0,3.54,"Leff, Carol S",600.0,650.0,MW,Gregory Hall
1922,PS,280,39194,Intro to Intl Relations,0,29,15,28,43,23,9,14,7,1,0,0,4,1,2.99,"Vasquez, John A",660.0,710.0,MW,Armory
1923,PS,282,65873,Governing Globalization,0,3,5,5,5,2,1,0,0,0,0,0,0,0,3.32,"Lassi, Leif T",960.0,1040.0,MW,Armory
1924,PS,302,61878,The US Constitution II,1,15,12,18,17,6,4,3,0,0,2,0,0,0,3.23,"Uribe-McGuire, Alicia B",1470.0,830.0,TR,Gregory Hall
1925,PS,322,39980,Law and Public Policy,1,12,17,9,9,5,0,2,0,0,0,0,3,0,3.25,"Hinchliffe, Joseph",930.0,1010.0,MW,Lincoln Hall
1926,PS,386,38240,International Law,2,6,9,6,9,5,14,7,0,1,1,1,5,1,2.65,"Rumsey, Jessie G",840.0,920.0,TR,Gregory Hall
1927,PSM,502,53834,PSM Industry Seminar II,12,10,0,1,1,0,0,1,0,0,0,0,0,0,3.85,"Bosecker, Natalie B",1080.0,1160.0,W,Business Instructional Fac
1928,PSYC,100,37007,Intro Psych,2,6,13,8,8,5,1,1,1,0,0,0,0,0,3.33,"Travis, Lisa L",540.0,590.0,MW,Henry Administration Bldg
1929,PSYC,100,37009,Intro Psych,3,4,12,3,9,6,0,4,1,2,1,0,0,0,3.08,"Travis, Lisa L",600.0,650.0,MW,Henry Administration Bldg
1930,PSYC,100,40739,Intro Psych,2,3,8,6,8,1,3,3,1,1,1,0,2,2,2.9,"Travis, Lisa L",600.0,650.0,MW,Psychology Building
1931,PSYC,100,37010,Intro Psych,3,5,7,9,8,4,1,1,2,1,0,1,1,0,3.07,"Travis, Lisa L",660.0,710.0,MW,Henry Administration Bldg
1932,PSYC,100,40738,Intro Psych,1,3,7,10,7,6,1,2,3,2,1,0,0,1,2.95,"Travis, Lisa L",660.0,710.0,MW,Psychology Building
1933,PSYC,100,37011,Intro Psych,2,3,5,8,11,4,4,3,1,3,0,1,1,0,2.83,"Travis, Lisa L",1440.0,1490.0,MW,Henry Administration Bldg
1934,PSYC,100,37012,Intro Psych,4,7,7,5,9,1,2,6,0,3,1,0,1,1,2.99,"Travis, Lisa L",780.0,830.0,MW,Henry Administration Bldg
1935,PSYC,100,48857,Intro Psych,1,6,7,7,4,3,3,7,1,2,0,0,3,0,2.78,"Travis, Lisa L",780.0,830.0,MW,Psychology Building
1936,PSYC,100,37013,Intro Psych,1,5,7,5,8,4,4,2,1,2,1,0,3,0,2.78,"Travis, Lisa L",840.0,890.0,MW,Henry Administration Bldg
1937,PSYC,100,37014,Intro Psych,3,4,5,4,5,4,0,5,1,1,1,0,2,0,2.84,"Travis, Lisa L",840.0,890.0,MW,Psychology Building
1938,PSYC,100,40737,Intro Psych,2,5,8,12,6,5,2,2,0,2,1,0,2,0,3.0,"Travis, Lisa L",1440.0,1490.0,MW,Psychology Building
1939,PSYC,100,37017,Intro Psych,3,7,10,10,9,2,3,1,2,0,0,0,0,0,3.29,"Travis, Lisa L",570.0,650.0,TR,Henry Administration Bldg
1940,PSYC,100,37018,Intro Psych,3,6,10,8,14,3,0,0,0,1,0,0,0,0,3.35,"Travis, Lisa L",660.0,1460.0,TR,Henry Administration Bldg
1941,PSYC,100,37019,Intro Psych,1,6,7,8,8,1,3,4,2,2,0,1,0,1,2.99,"Travis, Lisa L",1470.0,830.0,TR,Henry Administration Bldg
1942,PSYC,100,37020,Intro Psych,5,5,8,4,3,5,2,5,3,0,0,0,1,1,3.04,"Travis, Lisa L",840.0,920.0,TR,Henry Administration Bldg
1943,PSYC,100,37006,Intro Psych,2,6,13,6,13,0,0,2,0,0,0,1,2,1,3.19,"Travis, Lisa L",840.0,920.0,TR,Psychology Building
1944,PSYC,100,37021,Intro Psych,6,3,5,6,10,4,3,3,1,0,0,1,4,0,2.83,"Travis, Lisa L",930.0,1010.0,TR,Psychology Building
1945,PSYC,100,37022,Intro Psych,0,73,0,0,36,0,0,44,0,0,7,0,5,0,3.0,"Srull, Thomas K",930.0,1010.0,TR,Animal Sciences Laboratory
1946,PSYC,201,37034,Intro to Social Psych,5,5,4,1,2,2,0,1,1,1,1,2,1,0,2.95,"Albarracin, Dolores",540.0,590.0,MW,Psychology Building
1947,PSYC,201,37035,Intro to Social Psych,5,9,2,4,7,3,5,2,0,3,2,2,3,0,2.74,"Albarracin, Dolores",600.0,650.0,MW,Psychology Building
1948,PSYC,201,37036,Intro to Social Psych,6,5,3,9,6,4,1,1,5,0,1,1,2,0,2.91,"Albarracin, Dolores",840.0,890.0,MW,Psychology Building
1949,PSYC,201,37037,Intro to Social Psych,4,5,4,5,3,6,3,6,2,2,0,0,1,0,2.86,"Albarracin, Dolores",900.0,950.0,MW,Psychology Building
1950,PSYC,201,37041,Intro to Social Psych,6,1,3,7,9,4,3,4,3,1,4,0,3,0,2.61,"Albarracin, Dolores",660.0,1460.0,TR,Armory
1951,PSYC,201,40680,Intro to Social Psych,7,4,5,4,8,4,2,3,1,0,4,1,2,0,2.83,"Albarracin, Dolores",1470.0,830.0,TR,Armory
1952,PSYC,201,37039,Intro to Social Psych,6,5,6,5,4,3,3,3,4,1,0,1,0,0,3.03,"Albarracin, Dolores",1470.0,830.0,TR,Psychology Building
1953,PSYC,201,37040,Intro to Social Psych,10,10,3,3,8,4,2,3,2,0,0,0,1,0,3.25,"Albarracin, Dolores",840.0,920.0,TR,Psychology Building
1954,PSYC,201,37033,Intro to Social Psych,6,8,5,4,9,6,1,4,2,1,1,0,0,0,3.12,"Albarracin, Dolores",570.0,650.0,TR,Psychology Building
